Sr_No,Date,Startup_name,Industry_Vertical,SubVertical,City_Location,Investors_name,Investment_Type,Remarks,Amount_USD
2857,23-04-15,Phone Warrior,Spam Call block App,Not specified,New Delhi,Lightspeed Ventures,Seed Funding,Pre-Series A,0
2854,23-04-15,happay,usiness expense maNot specifiedgement,Not specified,Bangalore,AngelPrime,Seed Funding,Not specified,0.5
2855,23-04-15,Jugnoo,Auto Rickshaw based Logistics,Not specified,Chandigarh,"Rakesh Mathur, Vikas Taneja & others",Seed Funding,Not specified,1
2853,23-04-15,HeadOut,Last Minute Travel Deals mobile marketplace,Not specified,Bangalore / SFO,"Version One Ventures, 500 Startups, Nexus Venture Partners and AreNot specified Ventures",Seed Funding,Not specified,1.8
2851,23-04-15,Simplilearn,Online Certification Courses,Not specified,Bangalore,"Mayfield Ventures, Kalaari Capital, Helion Ventures",Private Equity,Series C,15
2852,23-04-15,Craftsvilla,Ethnic Product eCommerce,Not specified,Mumbai,"Sequoia Capital, Nexus venture Partners, Lightspeed Ventures, GFC",Private Equity,Series B,18
2858,24-04-15,Coverfox,Online Insurance Aggregator,Not specified,Mumbai,"Accel US, Accel India, SAIF Partners.",Private Equity,Series B,12
2862,27-04-15,GIBBS,Clean Tech,Not specified,New Delhi,Infuse Ventures fund,Private Equity,Series B,0
2859,27-04-15,Torqus,Restaurant MaNot specifiedgement Platform,Not specified,Pune,S S Mukherji & Others,Seed Funding,Not specified,0.35
2861,27-04-15,Logic Roots,Interactive EducatioNot specifiedl Games,Not specified,Jaipur,"Ah! Ventures, Calcutta Angels, 91SpringBoard",Seed Funding,Not specified,0.4
2860,27-04-15,Grab,Food Logistics & Delivery,Not specified,Mumbai,"Oliphans Capital, Haresh Chawla",Seed Funding,Not specified,1
2864,28-04-15,Urban Ladder,Online Furniture ecommerce,Not specified,Bangalore,"ANot specifiedd Rajaraman, Venky HariNot specifiedrayan",Private Equity,Series D,0
2865,28-04-15,Jay Robotix,Robotic Program learning,Not specified,Hyderabad,Cross Border Angels & others,Seed Funding,Not specified,0.25
2863,28-04-15,Babajobs,Grey collar Job Board,Not specified,Bangalore,SEEK Ltd & affiliates,Private Equity,Series B,10
2866,28-04-15,Not specifiedaptol.com,Tele-Shopping / eCommerce,Not specified,Mumbai,Mitsui & Co & existing investors,Private Equity,Series C,21.5
2870,29-04-15,Dazo,Mobile Food Ordering app,Not specified,Bangalore,"Sumit Jain, Aprameya RadhakrishNot specified, Alok Goel, Rajan ANot specifieddan, Amit Agrawal, ViNot specifiedy Goel, Gaurav Munjal, Ashish Dev Kapur",Seed Funding,Not specified,0
2871,29-04-15,Tradelab,FiNot specifiedcial Markets Software,Not specified,Bangalore,Rainmatter,Seed Funding,Not specified,0.4
2872,29-04-15,PiQube,Hiring ANot specifiedlytics platform,Not specified,ChenNot specifiedi,The HR Fund,Seed Funding,Not specified,0.5
2867,29-04-15,ReGlobe,Used Gadgets Buy / Refurbishing,Not specified,Gurugram,"Bessemer Ventures, Blume Ventures",Seed Funding,Not specified,1
2869,29-04-15,Tracxn,Startup ANot specifiedlytics platform,Not specified,Bangalore,SAIF Partners,Private Equity,Series A,3.5
2868,29-04-15,Icertis,Cloud Enterprise Software,Not specified,Pune / US,"Greycroft Partners, Fidelity Growth Partners",Private Equity,Series A,6
2873,29-04-15,Travel Triangle,Online Travel Marketplace,Not specified,Noida,"Bessemer Venture Partners, SAIF Partners",Private Equity,Series B,8
2754,01-05-15,Termsheet,Fund Raising Platform,Not specified,ChenNot specifiedi,"ANot specifiedd Vijay, Nipun Dureja, Satyajit Heeralal, Keith Rodricks, Gaurav Lochan, Azmul Haque, Nikhil Bagri",Seed Funding,Not specified,0.1
2753,01-05-15,Foodpanda,Online Food Delivery,Not specified,Gurugram,"Goldman Sachs, Rocket Internet",Private Equity,Series D,100
2756,04-05-15,World Art Community,Online Art Marketplace,Not specified,Gurugram,Viraj Tyagi & others,Seed Funding,Not specified,0.2
2755,04-05-15,Applicate,Workforce MaNot specifiedgement Software,Not specified,Bangalore,"Rishi Vasudev, Amit Gupta, Rajiv Not specifiedyan",Seed Funding,Not specified,0.55
2757,04-05-15,SpoonJoy,Online Food Delivery,Not specified,Bangalore,SAIF Partners,Seed Funding,Not specified,1
2762,05-05-15,Customer360,Customer Engagement Platform,Not specified,Mumbai,Vishwas Patel,Seed Funding,Not specified,0
2759,05-05-15,Ignis Careers,Career Development,Not specified,Hyderabad,Acumen Fund,Seed Funding,Not specified,0.25
2758,05-05-15,Seed Schools,Affordable Education,Not specified,Hyderabad,Acumen Fund,Seed Funding,Not specified,0.65
2760,05-05-15,Square Yards,Real Estate Advisory,Not specified,Gurugram,Undisclosed Investors,Private Equity,pre-Series A,6
2761,05-05-15,Fintellix,Banking ANot specifiedlytics Platform,Not specified,Bangalore,"IDG Ventures, Sequoia Capital",Private Equity,Series C,15
2764,06-05-15,Swiggy,Online Food Delivery,Not specified,Bangalore,Norwest Venture Partners,Private Equity,Series B,15
2763,06-05-15,Delhivery,Ecommerce Logistics,Not specified,Gurugram,"Tiger Global MaNot specifiedgement, Multiples AlterNot specifiedte Asset MaNot specifiedgement, Nexus Venture Partners, Times Internet",Private Equity,Series D,85
2765,07-05-15,Uniphore,Speech Recognition Solutions,Not specified,ChenNot specifiedi,"IDG Ventures, Kris GopalakrishNot specified",Private Equity,Series A,0
2766,07-05-15,Box8,Online Food Delivery,Not specified,Mumbai,Mayfield Ventures,Private Equity,Series A,3.5
2768,07-05-15,Vedantu,Online Education Platform,Not specified,Bangalore,"Accel Partners, Tiger Global MaNot specifiedgement",Private Equity,Series A,5
2767,07-05-15,Toppr,Online Education Platform,Not specified,Mumbai,"Fidelity Growth Partners India, SAIF Partners,\\xc2\\xa0 Helion Ventures",Private Equity,Series B,10
2770,08-05-15,KleverKid,Online Education Platform,Not specified,New Delhi,Aarin Capital Partners,Seed Funding,Not specified,0
2773,08-05-15,HealthifyMe,Health & Fitness App,Not specified,Bangalore,Micromax Informatics,Private Equity,Strategic Investment,0
2772,08-05-15,GrandOpinion,Online Medical Diagnostic,Not specified,New Delhi,Florida based Angel investor,Seed Funding,Not specified,0.15
2769,08-05-15,BuyHatke,Online Product Comparison,Not specified,Bangalore,"S.GopalakrishNot specified, Beenos",Seed Funding,Not specified,1
2771,08-05-15,Uniken,Online Security Platform,Not specified,Pune,Exfinity Ventures,Private Equity,Bridge Round Pre-Series B,2
2776,12-05-15,MobieFit,Mobile Fitness App,Not specified,Goa,Prototyze,Seed Funding,Not specified,0
2778,12-05-15,WorkHorse,Service-On-Demand Mobile App,Not specified,Mumbai,Undisclosed Investors,Seed Funding,Not specified,0
2774,12-05-15,ZapStitch,Cloud Data Integration Platform,Not specified,Bangalore,"Helion Venture Partners, Orios Venture Partners",Private Equity,Pre-Series A,2
2775,12-05-15,Wassup,Mobile Laundry Cleaning Service,Not specified,ChenNot specifiedi,"Arun Chandra Mohan, Praveen Sinha",Private Equity,Pre-Series A,2
2777,12-05-15,Plancess,Online Education Platform,Not specified,Mumbai,"Rajendra Gogri,\\xc2\\xa0 Chandrakant Gogri",Seed Funding,Not specified,2
2779,13-05-15,Innovaccer,Intelligent Data ANot specifiedlytics,Not specified,Noida,"Rajan ANot specifieddan, Teru Sato, Aneesh Reddy, Venkatesh Valluri",Seed Funding,Not specified,0
2780,13-05-15,MyCuteOffice,Online Office Rental,Not specified,Mumbai,Lead Angels,Seed Funding,Not specified,0
2782,14-05-15,RedPolka,Online Fashion Aggregator,Not specified,Mumbai,Undisclosed Investors,Seed Funding,Not specified,0.25
2781,14-05-15,IndianRoots.com,Lifestyle Ecommerce Portal,Not specified,Gurugram,KJS Group,Private Equity,Series B,5
2783,15-05-15,Venturesity,Online Job skills Showcase,Not specified,Bangalore,"Phanindra Sama, Jay Sethuram, Hemant KaNot specifiedkia, Ravi Trivedi",Seed Funding,Not specified,0.27
2784,18-05-15,The Better India,Online News Media,Not specified,Bangalore,Mohandas Pai,Seed Funding,Pre-Series Bridge,0
2785,18-05-15,Awaaz De,Enterprise Communication Platform,Not specified,Ahemadabad,Samir Shah,Seed Funding,Not specified,0
2790,19-05-15,Inspirock,Online Travel Planning,Not specified,Not specified,MakeMyTrip Innovation Fund,Private Equity,Not specified,0
2788,19-05-15,Cooey,Health Mobile App,Not specified,Bangalore,Subhash Goyal,Seed Funding,Not specified,0.47
2971,19-05-15,Springleap,Not specified,Not specified,Not specified,Cross Border Angels,Seed and Funding,Not specified,0.8
2786,19-05-15,Chaayos,Offline Tea Chain,Not specified,New Delhi,Tiger Global MaNot specifiedgement,Private Equity,Series A,1
2789,19-05-15,MeetUniv,Online Ed-Tech Platform,Not specified,Noida,Peesh Venture Capital,Seed Funding,Not specified,1
2791,19-05-15,CrownIt,Hyperlocal Mobile Marketplace,Not specified,Gurugram,"Accel Partners, Helion Venture Partners",Private Equity,Series A,5.5
2792,19-05-15,Trucksfirst,Trucking Logistic Operations,Not specified,Gurugram,SAIF partners,Private Equity,Series A,10
2787,19-05-15,Akosha,Business Messaging App,Not specified,New Delhi,Sequoia Capital,Private Equity,Series B,16
2793,20-05-15,Lookup,B2C Messaging App,Not specified,Bangalore,Biz Stone,Private Equity,Series A,3
2794,21-05-15,SunTerrace,Rooftop Solar Plants,Not specified,New Delhi,Sunergy Investors,Private Equity,Not specified,0
3028,21-05-15,Knit,Not specified,Not specified,Not specified,"Rohit Jain, Amit Rambhia & Others",Seed Funding,Not specified,0
3029,21-05-15,Villgro,Not specified,Not specified,Not specified,Michael & Susan Dell Foundation,Seed Funding,To fund edu startups,3.25
2796,22-05-15,CarDekho.com,Online Car Portal,Not specified,Jaipur,HDFC Bank,Private Equity,1% stake,0
2797,22-05-15,EveningFlavors,Online Table Reservation,Not specified,Bangalore,Sandiep Shrivatsava,Seed Funding,Not specified,0.5
2795,22-05-15,Nudgespot,Customer Engagement Platform,Not specified,Bangalore,"Kae Capital, Anoop Goyal, Mike Shah, VA Sastry",Seed Funding,Not specified,0.625
2798,25-05-15,RazorPay,Online Payment Gateway,Not specified,Bangalore,Punit Soni,Seed Funding,Not specified,0
2800,25-05-15,Newgen Payments,Payments Solution Provider,Not specified,New Delhi,Jan Manten,Seed Funding,Not specified,0
2799,25-05-15,ZenParent,Parents focused Web Content,Not specified,Bangalore,i2india Ventures,Seed Funding,Not specified,0.5
2802,26-05-15,Goodbox,On-Demand Business messaging,Not specified,Bangalore,Manipal Group,Seed Funding,Not specified,0.2
2803,26-05-15,Renderlogy,Online Home Decor,Not specified,Hyderabad,Astarc Ventures,Private Equity,Series A,1
2801,26-05-15,UrbanPro,On-demand Service marketplace,Not specified,Bangalore,NirvaNot specified Venture Advisors,Private Equity,Series A,2
2806,27-05-15,FleetRover,Logistics Intelligence,Not specified,Goa,"Tim Chen, Sanjay Venkat",Seed Funding,Not specified,0.18
2804,27-05-15,Postman,API Workflow platform,Not specified,Bangalore,Nexus Venture Partners,Seed Funding,Series A,1
2805,27-05-15,Casa2inns,Affordable Hotel Booking Online,Not specified,New Delhi,"Accel Partners, Kalaari Capital",Private Equity,Series A,5
2809,28-05-15,Truweight,Weight MaNot specifiedgement Service,Not specified,Hyderabad,Kalaari Capital,Private Equity,Series A,0
2807,28-05-15,TheKarrier,Last Mile Logistics,Not specified,Bangalore,"Sol Primero, Outbox Ventures, Nikunj Jain",Seed Funding,Not specified,0.24
2808,28-05-15,Zoomcar,Self-driven Car rental,Not specified,Bangalore,Sequoia Capital,Private Equity,Series B Interim Funding,5
2810,30-05-15,Ather Energy,Electric Scooter Manufacturer,Not specified,Bangalore,Tiger Global,Private Equity,Series A,12
2667,01-06-15,Vyomo,Beauty and Wellness Platform,Not specified,New Delhi,Aprameya RadhakrishNot specified,Seed Funding,Not specified,0
2672,01-06-15,CredR,Used two-wheeler Marketplace,Not specified,Mumbai,GrowthStory,Seed Funding,Not specified,0
2671,01-06-15,Eattreatonline,Healthy Food Online Community,Not specified,New Delhi,Group of 15 Angel Investors,Seed Funding,Not specified,0.35
2669,01-06-15,Truebil,Used Car Marketplace,Not specified,Mumbai,"Kae Capital, Anupam Mittal",Seed Funding,Not specified,0.5
2675,01-06-15,Arth DesignBuild,Architectural Design & Consulting,Not specified,Hyderabad,Srinivas Tirupati,Seed Funding,Not specified,0.5
2674,01-06-15,Proviera,Probiotic Technology Products Manufacturer,Not specified,ChenNot specifiedi,Infuse Ventures,Private Equity,Not specified,0.55
2673,01-06-15,Glamrs,Online Fashion Video Portal,Not specified,Mumbai,"Ventureworks India, Blume Ventures, Batlivala & Karani Securities, Nikunj Jhaveri",Private Equity,Pre-Series A,1
2670,01-06-15,MeritNot specifiedtion,Online Learning Platform,Not specified,New Delhi,InfoEdge,Private Equity,Series C,4
2668,01-06-15,Veeba Foods,Healthy Food Manufacturer,Not specified,New Delhi,"DSG Consumer Partners, Saama Capital.",Private Equity,Series B,6
2678,02-06-15,Karma Healthcare,Tech-eNot specifiedbled Rural Healthcare Services,Not specified,Udaipur,Ennovent Impact Investment Holding,Private Equity,Series A,0
2677,02-06-15,AllIzHealth,Preventive Healthcare Services,Not specified,Pune,Mumbai Angels & Other angel investors,Seed Funding,Not specified,0.35
2676,02-06-15,Saama,Big Data & ANot specifiedlytics Services,Not specified,Pune / US,Carrick Capital Partners,Private Equity,Series A,35
2679,03-06-15,Entropy Innovations,Engineering Innovations,Not specified,Mumbai,Mark Mobius & 9 Other Angel investors,Seed Funding,Not specified,0
2684,03-06-15,MyPoolin,P2P Payments platform,Not specified,New Delhi,"Sharad Sharma, Rajan ANot specifieddan, Sunil Kalra, Amit Ranjan, Rohan Malhotra,\\xc2\\xa0 Arjun Malhotra, Gautam Gandhi",Seed Funding,Not specified,0
2686,03-06-15,Kaaryah,Women Lifestyle Marketplace,Not specified,Gurugram,Ratan Tata,Seed Funding,Not specified,0
2681,03-06-15,MyTaxiIndia,Online Car Rental Affiliates,Not specified,New Delhi,Green House Ventures,Seed Funding,Not specified,0.1
2683,03-06-15,Little Black Book,Online City & Lifestyle Guide,Not specified,New Delhi,"Rajan ANot specifieddan, Niraj Singh, Sachin Bhatia, Singapore Angel Network & Aseem Vadehra",Seed Funding,Not specified,0.15
2685,03-06-15,iCustomMadeIt,Bespoke Merchandize Marketplace,Not specified,Pune,"Virendra Shahney, Dr Paresh Doshi",Seed Funding,Not specified,0.25
2680,03-06-15,Propstack,Real Estate Intelligence Platform,Not specified,Mumbai,DMG Information,Private Equity,Series A,3
2682,03-06-15,Arkin Net,Data Center Software platform,Not specified,Pune / US,Nexus Venture Partners,Private Equity,Series B,15
2688,04-06-15,Vidooly,Video Intelligence Platform,Not specified,Noida,Bessemer Venture Partners,Private Equity,Pre-Series A,1
2689,04-06-15,Zopper,Hyperlocal Shopping App,Not specified,Mumbai,"Tiger Global,\\xc2\\xa0 NirvaNot specified Ventures Advisors",Private Equity,Series C,20
2690,04-06-15,Flipkart,eCommerce platform,Not specified,Bangalore,Morgan Stanley,Private Equity,Late Stage,50
2687,04-06-15,Ecom Express,Logistics Solution Provider,Not specified,New Delhi,Warburg Pincus,Private Equity,Series C,137
2691,05-06-15,kWatt Solutions,Renewable energy solutions,Not specified,Mumbai,Not specified,Seed Funding,Not specified,0.5
2693,05-06-15,Jugnoo,Auto Rickshaw Based Services,Not specified,Chandigarh,"Snow Leopard, Paytm",Private Equity,Series A,5
2692,05-06-15,Medwell Ventures,Healthcare Service provider,Not specified,Bangalore,"Fidelity Growth Partners, Fidelity Biosciences",Private Equity,Series A,10
2694,08-06-15,PosterGully,Artist / Designer Marketplace,Not specified,New Delhi,"Not specifiedtarajan Iyer,Rajesh Sawhney, other Angel investors.",Seed Funding,Not specified,0
2695,08-06-15,Applied Solar Technologies,Off-grid Solar Power,Not specified,Mumbai,"Future Fund,Bessemer Venture, Capricorn Investment and IFC",Private Equity,Series B,40
2699,09-06-15,Printland,Online Printing Services,Not specified,New Delhi,SIDBI Venture Capital Ltd,Private Equity,Series A,0
2700,09-06-15,Teritree,Digital Marketing Services,Not specified,Bangalore,KCL,Seed Funding,Not specified,0.14
2698,09-06-15,PayMango,Mobile Commerce Platform,Not specified,Gurugram,Group of Angel Investors,Seed Funding,Not specified,0.234
2696,09-06-15,Clovia,Private Label lingerie Ecommerce,Not specified,New Delhi,IvyCap Ventures,Private Equity,Series A,5
2697,09-06-15,Swiggy,Online Food Ordering,Not specified,Bangalore,"Norwest Venture Partners, SAIF Partners, Accel Partners",Private Equity,Series B,16.5
2701,10-06-15,Guiddoo,Travel Guide Mobile App,Not specified,Mumbai,"Pawan Borle, SVP Fly Dubai & Others",Seed Funding,Not specified,0
